Type,Invoice #,Description,Employee Email,Status,Terms,Date,Received Date,Paid Date,Vendor,Line Item Description,Quantity,Units,Unit Cost,Amount,Sub Job,Cost Code,Cost Type
"","","","","","","","","","","","","","","","","",""
