table,id,parent_id,project_id,contract_number,parent_title,parent_status,line_number,budget_code,normalized_budget_code,description,amount,reason,typed_candidate_ids,typed_candidate_labels,other_candidate_ids,other_candidate_labels,recommended_action
"subcontract_sov_items","7d176601-58c4-4814-97a1-daccf3ae5c7c","cb783615-3c63-4393-82f9-83c4169a43ff","754","SC-8189-0017","Bathroom Accessories","Approved","1","","","Bathroom Accessories","4248","blank_code_nonzero_amount","","","","","Source data repair required: assign a project budget code before this financial amount can be trusted."
"subcontract_sov_items","ece93cc9-15f2-49f7-b4ab-1342ae75b949","d43e31ea-c724-4a07-b5b6-806a310af225","868","SC-000435","Provide labor, materials, and equipment to complete plumbing","Approved","1","221000","221000","Cost of Contracts- Subco","7200","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","bd5efc7f-5cc6-4ce2-bc31-5ce773c8bb5c","d43e31ea-c724-4a07-b5b6-806a310af225","868","SC-000435","Provide labor, materials, and equipment to complete plumbing","Approved","2","221000","221000","Cost of Contracts- Subco","4800","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","2fc0f890-cd56-4d55-8298-04c6ecf792ec","d4786578-d3e0-4455-9047-81c0162d4e64","1012","SC-000350","Scope of Work  This proposal includes all labor for the desi","Approved","1","507000","507000","Cost of Contracts- Other","15000","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","20dd6209-dcc4-4dc8-87a6-43dfdf76902e","d5b4bf11-6222-41c1-a0d1-47331f9ac5eb","754","SC-8189-0012","Fire Alarm, Security & Intrusion Systems","Approved","1","","","Fire Alarm, Security & Intrusion Systems","102837","blank_code_nonzero_amount","","","","","Source data repair required: assign a project budget code before this financial amount can be trusted."
"subcontract_sov_items","c62beb79-fb50-4971-80d7-83cbf7b835ad","d9dbe392-649e-485d-8792-6ee649f8f945","43","SC-000230","SC-000230","Complete","1","055900","055900","Cost of Contracts- Subco","4850","ambiguous_typed_matches","b4ab1b41-f987-447f-ba9d-ec8f8822c5c1;b26d06e3-992f-483e-ac06-87f4f3faf900","05-5900.M;05-5900.S","ab3c7cb6-ca33-4d93-bd34-113a466ab77e","05-5900","Manual selection required: choose the specific cost type candidate."
"subcontract_sov_items","33df359b-f819-46c8-b18b-90ef8e50f0dc","d9dbe392-649e-485d-8792-6ee649f8f945","43","SC-000230","SC-000230","Complete","2","055900","055900","Cost of Contracts- Subco","1000","ambiguous_typed_matches","b4ab1b41-f987-447f-ba9d-ec8f8822c5c1;b26d06e3-992f-483e-ac06-87f4f3faf900","05-5900.M;05-5900.S","ab3c7cb6-ca33-4d93-bd34-113a466ab77e","05-5900","Manual selection required: choose the specific cost type candidate."
"subcontract_sov_items","30217a5f-7499-4ebe-a46c-687169d80bb6","d9dbe392-649e-485d-8792-6ee649f8f945","43","SC-000230","SC-000230","Complete","3","055900","055900","Cost of Contracts- Subco","3850","ambiguous_typed_matches","b4ab1b41-f987-447f-ba9d-ec8f8822c5c1;b26d06e3-992f-483e-ac06-87f4f3faf900","05-5900.M;05-5900.S","ab3c7cb6-ca33-4d93-bd34-113a466ab77e","05-5900","Manual selection required: choose the specific cost type candidate."
"subcontract_sov_items","e983a5ef-c808-410c-8942-6014fd1334a8","dbb480e9-b5d3-4563-83e4-09e1b50a0b26","754","SC-8189-0015","Dock Leveler, Overhead Door, Dock Seal & Dock Bumpers","Approved","1","","","Dock Leveler, Overhead Door, Dock Seal & Dock Bumpers","29900","blank_code_nonzero_amount","","","","","Source data repair required: assign a project budget code before this financial amount can be trusted."
"subcontract_sov_items","d7bebbf1-1cb8-426f-b064-5af1ee6a5e1e","dcf35dfd-6c29-4e48-b0d3-deef1fa3b6c7","868","SC-000434","Provide labor, materials, and equipment for interior metal s","Approved","1","095100","095100","Cost of Contracts- Subco","64050","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","3220b802-3ba6-42a9-8b78-73efd2f946c1","dcf35dfd-6c29-4e48-b0d3-deef1fa3b6c7","868","SC-000434","Provide labor, materials, and equipment for interior metal s","Approved","2","024113","024113","Cost of Contracts- Subco","24000","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","01875b69-8461-433d-a79d-897db40e77d3","e0a683b0-f674-4c54-aadb-bf732bbfa734","879","SC-000393","- General Notes: - All fire sprinkler work shall be performe","Approved","3","211313","211313","Cost of Contracts- Subco","185025","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","3e84cf38-07e0-4098-98bb-7c8f5a3a9711","e2798a14-48a3-4ada-83a3-76c09954439d","25125","SC-5092-0005","HVAC Air Distribution","Approved","1","23-3000","233000","HVAC Air Distribution","325730","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","1787d7e5-883b-4873-8a9d-b0d95968663b","e4b50d38-a03b-4183-8f79-4bcc0d695802","25125","SC-000333","SC-000333","Approved","1","233000","233000","Cost of Contracts- Subco","346240","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","eccb3a3a-8aac-49ab-b56b-51df9456c021","e89a9761-8b5c-4b5c-83d4-0c86f551933d","767","6283","Test Submission","Approved","1","","","","0","blank_code_zero_amount","","","","","Can remain unmapped if row is intentionally zero-value, otherwise assign a project budget code."
"subcontract_sov_items","85bba37d-8009-4b11-ac99-4468f92ab410","f0a7dd79-04a2-42bc-bb47-3e57ccfbf7c0","767","SC-1773771075150445","Tedst sub","Draft","1","","","","0","blank_code_zero_amount","","","","","Can remain unmapped if row is intentionally zero-value, otherwise assign a project budget code."
"subcontract_sov_items","3d3198c8-c301-4f5d-90fb-d17c64d91f03","f4736bc9-38b0-435e-8fd9-3649226a96f1","798","SC-000236","SC-000236","Approved","1","061000","061000","Cost of Contracts- Subco","2600","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","3376c186-b212-4beb-b091-a35898fccf8a","f4736bc9-38b0-435e-8fd9-3649226a96f1","798","SC-000236","SC-000236","Approved","2","061000","061000","Cost of Contracts- Subco","4000","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","28069f42-5f52-4fc2-a80c-143570f0d38e","f4736bc9-38b0-435e-8fd9-3649226a96f1","798","SC-000236","SC-000236","Approved","3","061000","061000","Cost of Contracts- Subco","9500","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","f6a50f44-9b94-43b9-a2b8-e5455379e00f","f4736bc9-38b0-435e-8fd9-3649226a96f1","798","SC-000236","SC-000236","Approved","4","061000","061000","Cost of Contracts- Subco","15000","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","18d6aa5f-1a70-492f-b7f0-abee13964a76","f74e1f03-a73e-4ec5-91e2-3ea546119ed5","25125","SC-5092-0009","Electrical","Approved","1","26-1000","261000","Med-Volt Elect Distribution","283275","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","e605e9ca-682d-4c71-8972-ac07ee769d04","fb151ddc-099c-437f-a6e9-95ec8d561f63","754","SC-000418","SC-000418","Approved","1","014523","014523","Cost of Contracts- Subco","1700","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
"subcontract_sov_items","9d1e95a9-080f-4634-8df4-7b958362eab1","fd7343bc-2399-4a52-9f25-2f85e548a852","754","SC-8189-0020","","Approved","1","","","Includes all labor, materials, tools and equipment for a complete roofing system per contract documents and AHJ requirements.  Includes product data submittals due within 10 days of an executed contract.  Includes shop drawing submittals due within 10 days of an executed contract.  Includes a 1 year workmanship warranty.  Includes material warranties. Includes supply & use of fall protection while working on roof. Includes attending weekly schedule meetings.  Includes cleaning up at the end of each work day.  Includes supply & install of all adhesives, insulation, fasteners, membranes, coping and flashing for a complete installation of the roofing system.  Includes proper sloping of roofing system to meet drainage and AHJ requirements. Includes multiple mobilizations as required for this scope of work.  Includes supply & install of insulation to create a 1/4"" per foot slope per roof plan A102 Includes supply & install of insulation to create roof crickets  Includes removing existing roof finish where new membrane roof connects to existing plywood sheathing. Extend membrane and counterflashing. Plan note 42/A102 Includes supply & install of sheet metal scuppers, conductor heads & downspouts plan note 6/A201, 17/A310 & 18/A310  Includes supply & install of EPDM roofing at the canopy section note 7/A310 Includes supply & install of roof membrane continuous lap over all section note 7/A310 Includes supply & install of continuous cant strip section note 9/A310 Includes supply & install of prefinished aluminum parapet cap at the canopy.  Includes temporarily drying in the loading dock roof after demo","17329","blank_code_nonzero_amount","","","","","Source data repair required: assign a project budget code before this financial amount can be trusted."
"subcontract_sov_items","f2698b32-7deb-4308-b9bc-9653fe87fcc7","fed6665e-8dd5-4237-a784-0de1f612f69f","805","SC-000046","HVAC","Approved","1","233000","233000","Cost of Contracts- Subco","4753.75","no_project_budget_code_match","","","","","Create/activate the missing project budget code or mark the row intentionally unmapped."
