Reference Nbr.,Status,Class ID,Customer ID,Project ID,Description,Revenue Change Nbr.,Change Date,Approval Date,Customer Name,Revenue Budget Change Total,Gross Margin Amount,Created On
001718,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0329,2/16/2026,2/16/2026,CRAVING CREPES LLC,0.00,0.00,2/16/2026
001717,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0328,2/16/2026,2/16/2026,CRAVING CREPES LLC,0.00,0.00,2/16/2026
001716,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0327,2/16/2026,2/16/2026,CRAVING CREPES LLC,0.00,0.00,2/16/2026
001643,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0299,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001642,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0298,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001641,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0297,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001640,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0296,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001639,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0295,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001638,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0294,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001637,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0293,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001636,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0292,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001635,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0291,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001634,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0290,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001633,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0289,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001632,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0288,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001631,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0287,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001630,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0286,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001629,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0285,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001628,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0284,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001627,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0283,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001626,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0282,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001625,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0281,1/8/2026,1/8/2026,CRAVING CREPES LLC,0.00,0.00,1/8/2026
001405,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0206,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001404,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0205,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001403,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0204,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001402,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0203,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001401,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0202,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001400,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0201,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001399,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0200,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001398,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0199,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001397,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0198,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001396,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0197,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001395,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0196,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001394,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0195,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001393,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0194,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001392,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0193,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001391,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0192,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001390,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0191,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001389,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0190,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001388,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0189,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001387,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0188,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001386,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0187,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001385,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0186,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001384,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0185,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,948.99,10/29/2025
001383,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0184,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001382,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0183,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001381,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0182,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001380,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0181,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001379,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0180,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001378,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0179,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001377,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0178,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001376,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0177,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001375,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0176,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001374,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0175,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001373,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0174,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001372,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0173,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001371,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0172,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001370,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0171,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001369,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0170,10/29/2025,10/29/2025,CRAVING CREPES LLC,0.00,0.00,10/29/2025
001019,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0155,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001018,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0154,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001017,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0153,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001016,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0152,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001015,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0151,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001014,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0150,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001013,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0149,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001012,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0148,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001011,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0147,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001010,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0146,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001009,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0145,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
001008,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0144,8/29/2025,8/29/2025,CRAVING CREPES LLC,0.00,0.00,8/29/2025
000742,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0131,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000741,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0130,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000740,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0129,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000739,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0128,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000738,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0127,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000737,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0126,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000736,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0125,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000735,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0124,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000734,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0123,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000733,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0122,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000732,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0121,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000731,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0120,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000730,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0119,7/26/2025,7/26/2025,CRAVING CREPES LLC,0.00,0.00,7/25/2025
000690,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0109,7/17/2025,7/17/2025,CRAVING CREPES LLC,0.00,0.00,7/17/2025
000689,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0108,7/17/2025,7/17/2025,CRAVING CREPES LLC,0.00,0.00,7/17/2025
000647,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0105,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000646,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0104,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000645,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0103,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000644,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0102,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000643,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0101,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000642,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0100,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000641,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0099,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000640,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0098,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000639,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0097,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000638,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0096,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000637,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0095,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000636,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0094,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000635,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0093,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000634,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0092,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000633,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0091,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000632,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0090,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000631,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0089,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000630,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0088,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000629,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0087,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000628,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0086,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000627,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0085,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000626,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0084,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000625,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0083,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000624,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0082,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000623,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0081,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000622,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0080,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000621,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0079,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000620,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0078,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
000619,On Hold,DEFAULT,CRAVING,24-115,Budget Modification,0077,7/3/2025,7/3/2025,CRAVING CREPES LLC,0.00,0.00,7/3/2025
