route,kind,dynamic,refCount,file,refSample
/api/commitments/[id]/restore,api,true,0,frontend/src/app/api/commitments/[id]/restore/route.ts,
/api/companies,api,false,0,frontend/src/app/api/companies/route.ts,
/api/contacts,api,false,1,frontend/src/app/api/contacts/route.ts,frontend/src/components/project-home/inline-team-member-form.tsx
/api/dev-tools/check-routes,api,false,1,frontend/src/app/api/dev-tools/check-routes/route.ts,frontend/src/components/dev-tools/enhanced-dev-panel.tsx
/api/dev-tools/clear-cache,api,false,1,frontend/src/app/api/dev-tools/clear-cache/route.ts,frontend/src/components/dev-tools/enhanced-dev-panel.tsx
/api/dev-tools/regenerate-types,api,false,1,frontend/src/app/api/dev-tools/regenerate-types/route.ts,frontend/src/components/dev-tools/enhanced-dev-panel.tsx
/api/dev/make-admin,api,false,0,frontend/src/app/api/dev/make-admin/route.ts,
/api/dev/schema,api,false,1,frontend/src/app/api/dev/schema/route.ts,frontend/src/app/(other)/dev/table-generator/page.nonprod.tsx
/api/directory/companies,api,false,4,frontend/src/app/api/directory/companies/route.ts,frontend/src/app/(main)/directory/companies/[companyId]/page.tsx; frontend/src/app/api/directory/companies/[companyId]/route.ts; frontend/src/components/header/use-header-nav.ts; frontend/src/hooks/use-all-companies.ts
/api/directory/companies/[companyId],api,true,0,frontend/src/app/api/directory/companies/[companyId]/route.ts,
/api/directory/companies/[companyId]/add-to-project,api,true,0,frontend/src/app/api/directory/companies/[companyId]/add-to-project/route.ts,
/api/directory/companies/[companyId]/details,api,true,0,frontend/src/app/api/directory/companies/[companyId]/details/route.ts,
/api/docs-search,api,false,0,frontend/src/app/api/docs-search/route.ts,
/api/docs/check,api,false,0,frontend/src/app/api/docs/check/route.ts,
/api/documents/status,api,false,1,frontend/src/app/api/documents/status/route.ts,frontend/src/app/(main)/pipeline/page.tsx
/api/documents/trigger-pipeline,api,false,1,frontend/src/app/api/documents/trigger-pipeline/route.ts,frontend/src/app/(main)/pipeline/page.tsx
/api/documents/upload,api,false,1,frontend/src/app/api/documents/upload/route.ts,frontend/src/app/(main)/admin/company-knowledge/page.tsx
/api/files/read,api,false,1,frontend/src/app/api/files/read/route.ts,frontend/src/app/(other)/monitoring/page.tsx
/api/financial-insights/alerts,api,false,1,frontend/src/app/api/financial-insights/alerts/route.ts,frontend/src/hooks/use-financial-insights.ts
/api/financial-insights/cross-reference,api,false,1,frontend/src/app/api/financial-insights/cross-reference/route.ts,frontend/src/hooks/use-financial-insights.ts
/api/financial-insights/scan,api,false,1,frontend/src/app/api/financial-insights/scan/route.ts,frontend/src/hooks/use-financial-insights.ts
/api/health,api,false,2,frontend/src/app/api/health/route.ts,frontend/src/app/(other)/dev/page.nonprod.tsx; frontend/src/components/misc/backend-status-indicator.tsx
/api/invoices,api,false,2,frontend/src/app/api/invoices/route.ts,frontend/src/app/(main)/[projectId]/invoices/new/page.tsx; frontend/src/app/(main)/[projectId]/invoices/page.tsx
/api/meetings/[meetingId],api,true,0,frontend/src/app/api/meetings/[meetingId]/route.ts,
/api/monitoring/dashboard,api,false,0,frontend/src/app/api/monitoring/dashboard/route.ts,
/api/monitoring/notify,api,false,0,frontend/src/app/api/monitoring/notify/route.ts,
/api/monitoring/todo-integration,api,false,0,frontend/src/app/api/monitoring/todo-integration/route.ts,
/api/monitoring/websocket,api,false,0,frontend/src/app/api/monitoring/websocket/route.ts,
/api/notes/highlight,api,false,1,frontend/src/app/api/notes/highlight/route.ts,frontend/src/app/(main)/[projectId]/meetings/formatted-transcript.tsx
/api/og/fetch,api,false,0,frontend/src/app/api/og/fetch/route.ts,
/api/og/proxy,api,false,0,frontend/src/app/api/og/proxy/route.ts,
/api/people,api,false,0,frontend/src/app/api/people/route.ts,
/api/permissions/templates,api,false,1,frontend/src/app/api/permissions/templates/route.ts,frontend/src/hooks/use-permissions.ts
/api/primitives/tool-calling,api,false,1,frontend/src/app/api/primitives/tool-calling/route.ts,frontend/src/components/primitives/tool-calling.tsx
/api/procore-docs/ask,api,false,1,frontend/src/app/api/procore-docs/ask/route.ts,frontend/src/components/procore-docs/docs-chat.tsx
/api/profile/avatar,api,false,1,frontend/src/app/api/profile/avatar/route.ts,frontend/src/components/misc/profile-image-upload.tsx
/api/projects,api,false,220,frontend/src/app/api/projects/route.ts,frontend/src/app/(main)/[projectId]/budget/line-item/new/page.tsx; frontend/src/app/(main)/[projectId]/budget/page.tsx; frontend/src/app/(main)/[projectId]/budget/setup/components/CreateBudgetCodeModal.tsx; frontend/src/app/(main)/[projectId]/budget/setup/page.tsx; frontend/src/app/(main)/[projectId]/change-events/[changeEventId]/edit/page.tsx
/api/projects/[projectId],api,true,0,frontend/src/app/api/projects/[projectId]/route.ts,
/api/projects/[projectId]/budget,api,true,0,frontend/src/app/api/projects/[projectId]/budget/route.ts,
/api/projects/[projectId]/budget-codes,api,true,0,frontend/src/app/api/projects/[projectId]/budget-codes/route.ts,
/api/projects/[projectId]/budget/details,api,true,0,frontend/src/app/api/projects/[projectId]/budget/details/route.ts,
/api/projects/[projectId]/budget/direct-costs,api,true,0,frontend/src/app/api/projects/[projectId]/budget/direct-costs/route.ts,
/api/projects/[projectId]/budget/export,api,true,0,frontend/src/app/api/projects/[projectId]/budget/export/route.ts,
/api/projects/[projectId]/budget/forecast,api,true,0,frontend/src/app/api/projects/[projectId]/budget/forecast/route.ts,
/api/projects/[projectId]/budget/history,api,true,0,frontend/src/app/api/projects/[projectId]/budget/history/route.ts,
/api/projects/[projectId]/budget/import,api,true,0,frontend/src/app/api/projects/[projectId]/budget/import/route.ts,
/api/projects/[projectId]/budget/lines/[lineId],api,true,0,frontend/src/app/api/projects/[projectId]/budget/lines/[lineId]/route.ts,
/api/projects/[projectId]/budget/lines/[lineId]/history,api,true,0,frontend/src/app/api/projects/[projectId]/budget/lines/[lineId]/history/route.ts,
/api/projects/[projectId]/budget/lock,api,true,0,frontend/src/app/api/projects/[projectId]/budget/lock/route.ts,
/api/projects/[projectId]/budget/modifications,api,true,0,frontend/src/app/api/projects/[projectId]/budget/modifications/route.ts,
/api/projects/[projectId]/budget/snapshots,api,true,0,frontend/src/app/api/projects/[projectId]/budget/snapshots/route.ts,
/api/projects/[projectId]/budget/views,api,true,0,frontend/src/app/api/projects/[projectId]/budget/views/route.ts,
/api/projects/[projectId]/budget/views/[viewId],api,true,0,frontend/src/app/api/projects/[projectId]/budget/views/[viewId]/route.ts,
/api/projects/[projectId]/budget/views/[viewId]/clone,api,true,0,frontend/src/app/api/projects/[projectId]/budget/views/[viewId]/clone/route.ts,
/api/projects/[projectId]/change-events,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/route.ts,
/api/projects/[projectId]/change-events/[changeEventId],api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/approvals,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/approvals/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/attachments,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/attachments/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/attachments/[attachmentId],api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/attachments/[attachmentId]/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/attachments/[attachmentId]/download,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/attachments/[attachmentId]/download/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/convert-to-change-order,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/convert-to-change-order/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/history,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/history/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/line-items,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/line-items/route.ts,
/api/projects/[projectId]/change-events/[changeEventId]/line-items/[lineItemId],api,true,0,frontend/src/app/api/projects/[projectId]/change-events/[changeEventId]/line-items/[lineItemId]/route.ts,
/api/projects/[projectId]/change-events/rfqs,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/rfqs/route.ts,
/api/projects/[projectId]/change-events/rfqs/[rfqId],api,true,0,frontend/src/app/api/projects/[projectId]/change-events/rfqs/[rfqId]/route.ts,
/api/projects/[projectId]/change-events/rfqs/[rfqId]/responses,api,true,0,frontend/src/app/api/projects/[projectId]/change-events/rfqs/[rfqId]/responses/route.ts,
/api/projects/[projectId]/change-orders,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId],api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/approve,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/approve/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/attachments,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/attachments/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/attachments/[attachmentId],api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/attachments/[attachmentId]/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/attachments/[attachmentId]/download,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/attachments/[attachmentId]/download/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/line-items,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/line-items/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/line-items/[lineItemId],api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/line-items/[lineItemId]/route.ts,
/api/projects/[projectId]/change-orders/[changeOrderId]/reject,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/[changeOrderId]/reject/route.ts,
/api/projects/[projectId]/change-orders/export/csv,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/export/csv/route.ts,
/api/projects/[projectId]/change-orders/reviewer-settings,api,true,0,frontend/src/app/api/projects/[projectId]/change-orders/reviewer-settings/route.ts,
/api/projects/[projectId]/checklist,api,true,0,frontend/src/app/api/projects/[projectId]/checklist/route.ts,
/api/projects/[projectId]/commitments/[commitmentId]/line-items,api,true,0,frontend/src/app/api/projects/[projectId]/commitments/[commitmentId]/line-items/route.ts,
